"in stock","George Romero's original zombie classic introduced viewers to a new type of terror.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_774_NightofTheLivingDead_Thumbnail.jpg",,"200 USD","Night of the Living Dead"
"in stock","A wanted man seeks refuge in an underground kingdom of grotesque monsters.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/73_Nightbreed_The_Directors_Cut_masthead.jpg",,"200 USD","Nightbreed, The Director's Cut"
"in stock","F.W. Murnau's silent version of DRACULA is one of the greatest horror films ever made.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/74_Noseferatu_1922_masthead.jpg",,"200 USD",Nosferatu
"in stock","Werner Herzog��s 1979 remake stars the ghoulish German actor Klaus Kinski.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_75_Nosferatu_Thumbnail.jpg",,"200 USD","Nosferatu, The Vampyre"
"in stock","A shock jock struggles to survive when a virus starts turning his listeners violent.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/79_PontyPool_masthead.jpg",,"200 USD",Pontypool
"in stock","Farm owners realize that a predator is roaming about the neighboring woods. When they attempt to hunt it down, they are bewildered by the devastation caused by a mysterious evil force. ",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/80_Prey_masthead_1.jpg",,"200 USD",Prey
"in stock","This slow-burning story of a promiscuous woman builds to a brutally shocking climax.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/85_RedWhiteandBlue.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/RedWhiteandBlue_tlr_85_SD_2ch.mp4","200 USD","Red White and Blue"
"in stock","A group of kidnappers realize their hideout is a hunting ground for a hungry creature.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/88_Rites_of_Spring_masthead.jpg",,"200 USD","Rites of Spring"
"in stock","Five fans of THE SHINING explain their bizarre theories about the film's true meaning.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_89_Room237_Thumbnail.jpg",,"200 USD","Room 237"
"in stock","In this chilling Christmas tale, Jolly Old Saint Nick is actually a bloodthirsty zombie.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/91_Saint_masthead.jpg",,"200 USD",Saint
"in stock","An armless woman drives her son to kill in Alejandro Jodorowsky's surreal shocker.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/92_SantaSangre_masthead.jpg",,"200 USD","Santa Sangre"
"in stock","A crime comes back to haunt two men when they arrive in a strange Finnish village.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/93_Sauna_masthead.jpg",,"200 USD",Sauna
"in stock","A couple must pay the ultimate price after running a mysterious man off the road.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/97_Shutter_masthead.jpg",,"200 USD",Shutter
"in stock","A couple on a road trip begin murdering rude and boorish people who piss them off.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_98_Sightseers_thumbnail.jpg",,"200 USD",Sightseers
"in stock","A deranged doorman becomes obsessed with making a woman's life hell.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_99_SleepTight_thumbnail.jpg",,"200 USD","Sleep Tight"
"in stock","A deranged killer stalks kids and counselors at summer camp in this 80s cult classic.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_100_SleepawarCamp_Thumbnail.jpg",,"200 USD","Sleepaway Camp"
"in stock","In this twisted cult horror-comedy, deranged siblings torment unfortunate visitors.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/101_Spider_Baby_masthead.jpg",,"200 USD","Spider Baby"
"in stock","An evil clown returns from the dead to terrorize the teens who caused his death.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/102_Stitches_masthead.jpg",,"200 USD",Stitches
"in stock","In this indie horror comedy, a schlubby loser meets a vampire via online dating.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/104_SummerofBlood_masthead.jpg",,"200 USD","Summer of Blood"
"in stock","This surreal Japanese cult sensation profiles a man who mutates into metal being.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_106_TetsuoI_Thumbnail.jpg",,"200 USD","Tetsuo I"
"in stock","Five friends on a bonding trip discover a supernatural passageway in the woods.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_109_TheCorridor_Thumbnail.jpg",,"200 USD","The Corridor"
"in stock","This influential early giallo follows a tourist who witnesses a grisly murder.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_110_TheEvilEye_Thumbnail.jpg",,"200 USD","The Evil Eye"
"in stock","A zombie outbreak occurs while four cops are raiding a criminal hideout.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/113_The_Horde_masthead.jpg",,"200 USD","The Horde"
"in stock","A man lures a babysitter to a house with an unusually large sum of money.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/114_TheHouseoftheDevil_masthead.jpg",,"200 USD","The House of the Devil"
"in stock","A demented doctor sews three people together in a sickening science experiment.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/115_The_Human_Centipede_masthead.jpg",,"200 USD","The Human Centipede"
"in stock","This sick sequel follows a fan of the first film who tries to make a bigger centipede.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/116_The_Human_Centipede_2_Full_Sequence_masthead.jpg",,"200 USD","The Human Centipede 2, Full Sequence"
"in stock","Two amateur ghost-hunters explore a haunted hotel in the days before it closes.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_117_TheInkeepers_thumbnail.jpg",,"200 USD","The Innkeepers"
"in stock","Alien foreheads begin attaching themselves to locals and seizing their very souls.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/126_The_Trail_of_the_Screaming_Foreheads_masthead.jpg",,"200 USD","Trail of the Screaming Forehead"
"in stock","A group of evil strangers stalk a couple in this French horror film par excellance.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/128_Them_Ils_masthead_WCmAGKQ.jpg",,"200 USD","Them (ils)"
"in stock","A drug-loving couple visit a sinister local spot in this trippy tale of terror.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/129_Toad_Road_masthead.jpg",,"200 USD","Toad Road"
"in stock","Five friends are hunted by a creepy killer after stopping to visit a roadside museum.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/132_TouristTrap_masthead.jpg",,"200 USD","Tourist Trap"
"in stock","Grieving parents move into a new home that houses a family of bloodthirsty spirits.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_133_WeAreStillHere_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/WeAreStillHere_tlr_133_HD_2ch.mp4","200 USD","We Are Still Here"
"in stock","A woman joins a trio of hard-partying European vampires after being bitten.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_134_WeAreTheNight_Thumbnail.jpg",,"200 USD","We Are the Night"
"in stock","One year before SOUTH PARK, Trey Parker and Matt Stone made this murderous musical.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/141_Cannibal_TheMusical_masthead.jpg",,"200 USD","Cannibal! The Musical"
"in stock","High school kids start turning into murderous mutants in this cult horror classic.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/142_Class_of_Nukeem_High_masthead.jpg",,"200 USD","Class of Nuke 'Em High"
"in stock","This low-budget cult classic follows a Vietnam veteran's slow descent into madness.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/143_Combat-Shock_masthead.jpg",,"200 USD","Combat Shock"
"in stock","A one-eyed man teams up with a priest and a prostitute to kill a murderous rapist.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/145_Fathers_Day_masthead_N7UvMwj.jpg",,"200 USD","Father's Day"
"in stock","A young couple are terrorized by a mysterious creature that thrives on darkness.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_146_FromTheDark_Thumbnail.jpg",,"200 USD","From The Dark"
"in stock","Three young women are tormented by an insane matriarch and her depraved sons.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/147_Mothers_Day_masthead.jpg",,"200 USD","Mother's Day"
"in stock","In this indie zombie film, two men struggle to adapt after an apocalypse.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/149_The_Battery_masthead.jpg",,"200 USD","The Battery"
"in stock","A nerdy janitor becomes a toxic mutant superhero in this essential cult classic.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/150_The_Toxic_Avenger_masthead.jpg",,"200 USD","The Toxic Avenger"
"in stock","A Bigfoot enthusiast gets into hairy trouble when he goes searching for Sasquatch.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/151_WillowCreek_masthead_1.jpg",,"200 USD","Willow Creek"
"in stock","A group of students must answer questions on an exam - or each one will be killed.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/157_Death_Bell_masthead.jpg",,"200 USD","Death Bell"
"in stock","When a secret government base comes under attack from unknown forces, an elite team is sent in to investigate.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_162_Crawlspace_Thumbnail.jpg",,"200 USD",Crawlspace
"in stock","A couple seek vengeance against the man that murdered their child.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_165_TheTorchered_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Tortured_tlr_165_HD_2ch.mp4","200 USD","The Tortured"
"in stock","Italian horror maestro Dario Argento puts his own gory spin on Bram Stoker��s Dracula.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/179_ArgentosDracula_Masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/ArgentosDracula_tlr_179_HD_2ch.mp4","200 USD","Argento's Dracula"
"in stock","A young woman has a one-night stand with a random stranger and contracts a mysterious disease.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_186_Contracted_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Contracted_tlr_186_HD_2ch.mp4","200 USD",Contracted
"in stock","Four friends must fight for survival when they find a hooker's body in their trunk.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/188_Dead_Hooker_in_a_Trunk_masthead.jpg",,"200 USD","Dead Hooker in a Trunk"
"in stock","A troubled geneticist is hired by a shadowy laboratory involved in very strange research.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_189_ErrorsofTheHumanBody_Thumbnail.jpg",,"200 USD","Errors Of The Human Body"
"in stock","When his family moves into a new home, a boy befriends a mysterious neighbor and unwittingly summons a demon in this chilling haunted house thriller.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_190_Haunt_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Haunt_tlr_190_HD_2ch.mp4","200 USD",Haunt
"in stock","A ghost must stop the spirit that killed her from killing her home��s new tenants.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_191_Haunter_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Haunter_tlr_191_HD_2ch.mp4","200 USD",Haunter
"in stock","What drives a seemingly mundane man to commit a series of acts so heinous that it captured the attention of a horrified nation?",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/194_JeffreyDahmerFiles_Masthead.jpg",,"200 USD","The Jeffrey Dahmer Files"
"in stock","An investigative journalist and her friends wind up in a very scary Polish village.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/198_The_Shrine_masthead.jpg",,"200 USD","The Shrine"
"in stock","A pregnant teen discovers her neighbors plan to sacrifice her to an evil entity.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_203_JugFace_Thumbnail.jpg",,"200 USD","Jug Face"
"in stock","In this Norwegian horror hit, five snowboarders are stalked by a psychotic slasher.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/207_Cold_Prey_masthead.jpg",,"200 USD","Cold Prey"
"in stock","Following a nuclear explosion, eight survivors are locked into a basement bunker.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_208_TheDivide_Thumbnail.jpg",,"200 USD","The Divide"
"in stock","An escaped serial killer starts hunting for the ex-girlfriend who put him away.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/211_A_Horrible_Way_To_Die_masthead.jpg",,"200 USD","A Horrible Way to Die"
"in stock","26 directors contributed grisly death-themed shorts for this hit horror anthology.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_215_ABCsofDeath_Thumbnail.jpg",,"200 USD","ABCs of Death"
"in stock","A woman must break free from a strange institution run by a creepy self-help guru.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_216_BeyondTheBlackRainbow_Thumbnail.jpg",,"200 USD","Beyond The Black Rainbow"
"in stock","As the plague ravages 14th-century England, a group sets out to find refuge.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_217_BlackDeath_Thumbnail.jpg",,"200 USD","Black Death"
"in stock","A young cop must stop a giant man-eating boar from terrorizing his rural village.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_218_Chaw_thumbnail.jpg",,"200 USD",Chawz
"in stock","A gun-toting homeless man decides to clean up the streets of his crime infested city.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_220_HoboWithAShotgun_Thumbnail.jpg",,"200 USD","Hobo with a Shotgun"
"in stock","In this crossover Korean horror hit, a giant mutant sea monster terrorizes Seoul.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_221_TheHost_thumbnail.jpg",,"200 USD","The Host"
"in stock","A special agent sets out to get revenge on the serial killer who killed his wife.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_222_ISawTheDevil_Thumbnail.jpg",,"200 USD","I Saw The Devil"
"in stock","Two college dropouts must save the world from the effects of a very freaky street drug.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_223_JohnDiesAtTheEnd_thumbnail.jpg",,"200 USD","John Dies at the End"
"in stock","A bullied boy befriends, then falls for a vampire girl in this recent horror hit.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/224_Let_The_Right_One_In_masthead.jpg",,"200 USD","Let The Right One In"
"in stock","Two strangers must travel through a land overrun by alien beings.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_225_Monsters_Thumbnail.jpg",,"200 USD",Monsters
"in stock","A guest at a Halloween party learns the other partygoers are conspiring to kill him.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_226_MurderParty_Thumbnail.jpg",,"200 USD","Murder Party"
"in stock","A criminal on the run cons his way into the wrong dinner party where the host is anything but ordinary.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_227_The_Perfect_Host_Thumbnail.jpg",,"200 USD","The Perfect Host"
"in stock","A strange website claims to offer visitors the chance to connect with the dead.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_228_Pulse_Thumbnail.jpg",,"200 USD","Pulse (Kairo)"
"in stock","A weapons company's staff are stalked during a team-building retreat.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_230_Severance_Thumbnail.jpg",,"200 USD",Severance
"in stock","A man finds himself stuck in a terrifying time loop after witnessing a murder.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/231_TimeCrimes_masthead.jpg",,"200 USD",Timecrimes
"in stock","A group of young investigative journalists meet a man who claims to be a troll hunter.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/232_Troll_Hunter_masthead.jpg",,"200 USD","Troll Hunter"
"in stock","Two best friends are mistaken for murderous backwoods hillbillies by a group of teens.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/233_Tucker_and_Dale_vs_Evil_masthead.jpg",,"200 USD","Tucker & Dale vs. Evil"
"in stock","Thieves find a stash of home videos that reveal real-life horror stories.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/234_VHS_masthead.jpg",,"200 USD",V/H/S
"in stock","Paranormal investigators document an intense haunting in an apartment building.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_235_Apartment143_thumbnail.jpg",,"200 USD","Apartment 143 (Emergo)"
"in stock","When a sex act causes a woman's death, a drug fueled boat ride turns deadly.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/236_DonkeyPunch_masthead.jpg",,"200 USD","Donkey Punch"
"in stock","When a group of druggies take a rare magic mushroom, people start disappearing.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/239_Shrooms_masthead.jpg",,"200 USD",Shrooms
"in stock","A trip home turns deadly when two women are kidnapped by a crazy shuttle driver.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/240_Shuttle_masthead.jpg",,"200 USD",Shuttle
"in stock","A group of people are trapped in a gas station by a spiky parasitic monster.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_242_Splinter_Thumbnail.jpg",,"200 USD",Splinter
"in stock","Four friends wind up stalked by a mysterious predator after a military plane crashes.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/243_Storage_24_masthead.jpg",,"200 USD","Storage 24"
"in stock","A detective investigates a psychopath who creates eerie artwork out of his victims.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/244_Anamorph_masthead.jpg",,"200 USD",Anamorph
"in stock","A young journalist hunts a killer who forces his victims to make horrific choices.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/247_Choose_masthead.jpg",,"200 USD",Choose
"in stock","A photographer begins seeing terrifying visions in the mirrors of her new home.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/250_DarkMirror_masthead.jpg",,"200 USD","Dark Mirror"
"in stock","After surviving an accident, a man learns his soul has been separated from him.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/df/series/252_Hellgate_masthead.jpg",,"200 USD",Hellgate
"in stock","A woman's missing husband returns after many years, but something is wrong with him.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_264_Absentia_Thumbnail.jpg",,"200 USD",Absentia
"in stock","A reporter and a psychic try to close the gates of hell before zombies invade Earth.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_266_CityofTheLivingDead_Thumbnail.jpg",,"200 USD","City of the Living Dead"
"in stock","Ordinary citizens turn into homicidal maniacs after a chemical weapon is released.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_267_TheCrazies_Thumbnail.jpg",,"200 USD","The Crazies"
"in stock","When their son returns home after dying in war, his parents suspect he��s not human.",Movie,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/269_Deathdream_masthead.jpg",,"200 USD",Deathdream
